"AÑO","CURSO","MATERIA","GENERO","EDAD","GRUPO ETNICO","ZONA DE RESIDENCIA","TIPO DE DOCUMENTO","GRUPO POBLACIONAL"
"2,024","ARTES PLASTICAS","BLOQUE 1TECNICAEN DIBUJO","MUJER","13","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 1TECNICAEN DIBUJO","HOMBRE","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 1TECNICAEN DIBUJO","HOMBRE","9","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 1TECNICAEN DIBUJO","HOMBRE","10","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","18","NO SABE NO RESPONDE","URBANA","CEDULA DE CIUDADANA","LGTBIQ+"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","13","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","7","NINGUNO","URBANA","REGISTRO CIVIL","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","79","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","42","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","35","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","10","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","59","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","74","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","32","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","58","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","14","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","10","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","72","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","68","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","63","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","72","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","67","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","29","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","12","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","47","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","20","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","71","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","63","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","69","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","14","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","62","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","69","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","68","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","36","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","31","NO SABE NO RESPONDE","URBANA","CEDULA DE CIUDADANA","NO SABE NO RESPONDE"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","57","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","69","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","48","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","29","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","79","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","53","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","67","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","38","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","78","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","71","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","28","NINGUNO","URBANA","CEDULA DE CIUDADANA","LGTBIQ+"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","17","NINGUNO","RURAL","TARJETA DE IDENTIDAD","VÍCTIMA DEL CONFLICTO ARMADO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","29","NINGUNO","RURAL","CEDULA DE CIUDADANA","VÍCTIMA DEL CONFLICTO ARMADO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","62","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","54","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","68","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","42","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","22","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","79","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","73","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","57","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","47","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","NO BINARIO","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NO SABE NO RESPONDE"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","63","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","18","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","64","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","11","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","19","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","83","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","19","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","18","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","77","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","65","NINGUNO","RURAL","CEDULA DE CIUDADANA","NO SABE NO RESPONDE"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","79","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","36","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","14","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","14","NINGUNO","URBANA","TARJETA DE IDENTIDAD","LGTBIQ+"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","76","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","47","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","70","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","14","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","29","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","41","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","60","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","62","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","16","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","59","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","61","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","9","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","15","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","TRANSGÉNERO","16","NINGUNO","URBANA","TARJETA DE IDENTIDAD","LGTBIQ+"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","76","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","68","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","40","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","13","INDIGENA","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","68","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","72","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","68","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","18","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NO SABE NO RESPONDE"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","21","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","16","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","74","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","20","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","35","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","32","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","18","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","32","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","83","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","36","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","10","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","25","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","71","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","73","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","12","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","21","NINGUNO","URBANA","PERMISO ESPECIAL DE PERMANENCIA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","71","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","HOMBRE","39","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 2 TECNICA EN PINTURA","MUJER","46","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","59","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","65","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","15","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","8","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","36","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","15","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","34","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","65","NINGUNO","URBANA","CÉDULA DE EXTRANJERÍA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","77","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","65","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","67","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","31","NO SABE NO RESPONDE","URBANA","CEDULA DE CIUDADANA","NO SABE NO RESPONDE"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","LGTBIQ+"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","24","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","63","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","20","NINGUNO","RURAL","CEDULA DE CIUDADANA","NO SABE NO RESPONDE"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","53","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","38","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","12","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","12","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","63","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","74","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","68","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","16","NINGUNO","URBANA","PERMISO ESPECIAL DE PERMANENCIA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","13","NINGUNO","URBANA","PERMISO ESPECIAL DE PERMANENCIA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","63","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","60","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","19","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","67","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","12","NINGUNO","URBANA","TARJETA DE IDENTIDAD","VÍCTIMA DEL CONFLICTO ARMADO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","12","NINGUNO","URBANA","TARJETA DE IDENTIDAD","VÍCTIMA DEL CONFLICTO ARMADO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","14","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","72","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","17","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","14","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","15","NINGUNO","RURAL","TARJETA DE IDENTIDAD","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","68","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","72","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","65","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","74","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","18","NINGUNO","URBANA","TARJETA DE IDENTIDAD","NO SABE NO RESPONDE"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","HOMBRE","30","NINGUNO","RURAL","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","54","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","63","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","32","NINGUNO","URBANA","CEDULA DE CIUDADANA","NINGUNO"
"2,024","ARTES PLASTICAS","BLOQUE 3 TECNICA EN ESCULTURA","MUJER","22","NINGUNO","URBANA","CEDULA DE CIUDADANA","LGTBIQ+"
